0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.040855,0.000023
0.167812,-0.000019
0.223548,-0.000449
0.248878,-0.000798
0.259111,-0.000969
0.264228,-0.001056
0.264228,-0.001056
0.277233,-0.001269
0.417319,-0.002605
0.577792,-0.001926
0.721196,0.000080
0.771685,0.000750
0.789034,0.001247
0.792019,0.001329
0.792317,0.001336
0.793255,0.001359
0.796325,0.001432
0.796410,0.001434
0.797732,0.001462
0.798286,0.001473
0.798499,0.001476
0.798755,0.001480
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.798926,0.001482
0.799309,0.001481
0.799523,0.001481
0.799523,0.001481
0.799523,0.001481
0.799523,0.001481
0.799523,0.001481
0.799523,0.001481
0.799523,0.001481
0.799821,0.001477
0.804043,0.001439
0.804256,0.001438
0.806005,0.001432
0.806474,0.001431
0.806559,0.001431
0.806687,0.001430
0.806687,0.001430
0.806687,0.001430
0.806687,0.001430
0.806687,0.001430
0.806687,0.001430
0.807796,0.001420
0.808265,0.001416
0.808307,0.001416
0.808307,0.001416
0.807582,0.001423
0.807199,0.001426
0.807156,0.001426
